Meter,SampleDate,SampleId,Region,SiteCode,TidalHeight,Transect,Blade,LongestBladeLength,LongestBladeWidth,SheathLength,ScannedBladeLength,ScannedBladeWidth,PrevalenceHand,GrazingScars,BrokenTip,EpiphyteDryMass,BladeAreaHand,Notes,Year,NumberLeaves,Prevalence,LesionArea,HealthyArea,BladeArea,Severity
m16,2020-06-22,BB.A.3.U.19,BB,A,U,3,19,206,4,51,152,4,NA,NA,Y,NA,6.08,NA,2020,5,1,0.2606752,6.203314701,6.463989901,0.0403272907279253
m20,2020-06-22,BB.A.3.U.20,BB,A,U,3,20,218,5,49,189,5,NA,NA,Y,9.0000000000001e-4,9.45,NA,2020,3,1,0.204585088,8.401112256,9.45,0.0216492156613757
m4,2020-06-22,BB.A.4.L.16,BB,A,L,4,16,1150,10,255,1050,10,NA,NA,N,0.0145,105,NA,2020,5,0,0,40.18653378,105,0
m8,2020-06-22,BB.A.4.L.17,BB,A,L,4,17,735,7,220,730,7,NA,NA,N,0.0167,51.1,NA,2020,4,0,0,14.096362,51.1,0
m12,2020-06-22,BB.A.4.L.18,BB,A,L,4,18,1160,6,210,1130,9,NA,NA,N,0.0192,101.7,NA,2020,5,1,0.056090112,61.17843797,101.7,5.5152519174041e-4
m16,2020-06-22,BB.A.4.L.19,BB,A,L,4,19,1275,9,300,1275,9,NA,NA,N,0.0279,114.75,NA,2020,4,1,0.832183104,48.67620369,114.75,0.00725214033986928
m20,2020-06-22,BB.A.4.L.20,BB,A,L,4,20,490,7,130,425,7,NA,NA,Y,0.0233,29.75,NA,2020,4,0,0,18.15347486,29.75,0
m4,2020-06-22,BB.A.5.L.16,BB,A,L,5,16,810,9,155,770,9,NA,NA,N,0.0107,69.3,NA,2020,5,0,0,13.62507922,69.3,0
m8,2020-06-22,BB.A.5.L.17,BB,A,L,5,17,842,8,155,842,8,NA,NA,N,0.0125,67.36,NA,2020,5,1,0.0729171456,25.03416755,67.36,0.00108249919239905
m12,2020-06-22,BB.A.5.L.18,BB,A,L,5,18,960,8,230,960,8,NA,NA,N,0.0122,76.8,NA,2020,4,1,15.38567952,8.587396147,76.8,0.20033436875
m16,2020-06-22,BB.A.5.L.19,BB,A,L,5,19,905,9,250,700,9,NA,NA,N,0.0124,63,NA,2020,5,1,0.2830932672,11.65291852,63,0.00449354392380952
m20,2020-06-22,BB.A.5.L.20,BB,A,L,5,20,770,9,175,480,9,NA,NA,Y,NA,43.2,NA,2020,4,1,9.278832621,10.74675759,43.2,0.214787792152778
m4,2020-06-22,BB.A.6.L.16,BB,A,L,6,16,1225,9,201,1001,9,NA,NA,N,NA,90.09,NA,2020,5,1,0.066696896,25.72076805,90.09,7.4033628593628e-4
m8,2020-06-22,BB.A.6.L.17,BB,A,L,6,17,566,8,225,161,8,NA,NA,Y,0.0647,12.88,NA,2020,4,0,0,12.50090394,12.88,0
m12,2020-06-22,BB.A.6.L.18,BB,A,L,6,18,1749,8,320,1248,8,NA,NA,N,0.0112,99.84,NA,2020,5,1,0.6766049536,35.62308182,99.84,0.00677689256410256
m16,2020-06-22,BB.A.6.L.19,BB,A,L,6,19,1157,8,283,853,6,NA,NA,N,0.00340000000000001,51.18,NA,2020,5,1,0.5214942208,19.27178945,51.18,0.0101894142399375
m20,2020-06-22,BB.A.6.L.20,BB,A,L,6,20,898,6,180,731,8,NA,NA,N,0.00999999999999995,58.48,NA,2020,5,0,0,25.0448822,58.48,0
m4,2020-07-20,BB.B.1.U.16,BB,B,U,1,16,535,7,140,335,7,NA,NA,Y,0.0144,23.45,NA,2020,4,1,0.0796048128,8.038557997,23.45,0.00339466152665245
m8,2020-07-20,BB.B.1.U.17,BB,B,U,1,17,715,8,175,715,8,NA,NA,N,0.0558999999999999,57.2,NA,2020,4,1,11.52178991,16.44087475,57.2,0.201429893531469
m12,2020-07-20,BB.B.1.U.18,BB,B,U,1,18,850,9,250,750,7,NA,NA,Y,0.0256,52.5,NA,2020,4,1,6.917636659,20.47970439,52.5,0.131764507790476
m16,2020-07-20,BB.B.1.U.19,BB,B,U,1,19,710,8,195,710,8,NA,NA,Y,0.0928,56.8,NA,2020,3,1,23.59144717,11.76520661,56.8,0.415342379753521
m20,2020-07-20,BB.B.1.U.20,BB,B,U,1,20,790,7,205,785,8,NA,NA,Y,0.0157,62.8,NA,2020,5,1,16.36815536,10.53143988,62.8,0.26063941656051
m4,2020-07-20,BB.B.2.U.16,BB,B,U,2,16,1140,8,260,720,7,NA,NA,Y,0.0432,50.4,NA,2020,4,1,1.626037965,14.62742031,50.4,0.0322626580357143
m8,2020-07-20,BB.B.2.U.17,BB,B,U,2,17,940,8,240,930,9,NA,NA,Y,0.0199,83.7,NA,2020,3,1,13.3260578,36.39915683,83.7,0.159212160095579
m12,2020-07-20,BB.B.2.U.18,BB,B,U,2,18,760,9,210,670,9,NA,NA,Y,0.0168,60.3,NA,2020,5,1,1.336328941,19.44029349,60.3,0.022161342305141
m16,2020-07-20,BB.B.2.U.19,BB,B,U,2,19,1500,10,300,800,10,NA,NA,Y,0.07,80,NA,2020,3,1,11.98341872,35.69265513,80,0.149792734
m20,2020-07-20,BB.B.2.U.20,BB,B,U,2,20,600,8,160,600,8,NA,NA,Y,0.0352,48,NA,2020,3,1,7.594133747,8.734201229,48,0.158211119729167
m4,2020-07-20,BB.B.3.U.16,BB,B,U,3,16,863,7,192,306,6,NA,NA,Y,0.0091,18.36,NA,2020,5,1,4.19237632,5.055283142,18.36,0.228342936819172
m8,2020-07-20,BB.B.3.U.17,BB,B,U,3,17,1021,9,217,818,8,NA,NA,N,0.00530000000000008,65.44,NA,2020,6,1,26.65648415,10.01190522,65.44,0.407342361705379
m12,2020-07-20,BB.B.3.U.18,BB,B,U,3,18,996,8,240,594,7,NA,NA,Y,0.0135999999999999,41.58,NA,2020,4,1,2.200925658,4.946123155,41.58,0.052932315007215
m16,2020-07-20,BB.B.3.U.19,BB,B,U,3,19,1199,7,190,552,7,NA,NA,Y,0.00780000000000003,38.64,NA,2020,5,1,3.726217152,27.13851754,38.64,0.0964341913043478
m20,2020-07-20,BB.B.3.U.20,BB,B,U,3,20,772,7,205,435,7,NA,NA,Y,0.0121,30.45,NA,2020,4,1,25.92964979,2.619480141,30.45,0.85154843316913
m4,2020-07-20,BB.B.4.L.16,BB,B,L,4,16,715,9,190,705,9,NA,NA,N,0.0229999999999999,63.45,NA,2020,5,1,0.214113216,31.30347802,63.45,0.00337451877068558
m8,2020-07-20,BB.B.4.L.17,BB,B,L,4,17,900,7,225,900,7,NA,NA,Y,0.0639999999999999,63,NA,2020,4,1,13.68530418,50.34743734,64.03274152,0.213723539788243
m12,2020-07-20,BB.B.4.L.18,BB,B,L,4,18,1335,8,295,1335,8,NA,NA,N,0.048,106.8,NA,2020,4,1,10.4226754,19.52825789,106.8,0.0975905936329588
m16,2020-07-20,BB.B.4.L.19,BB,B,L,4,19,680,7,240,1080,7,NA,NA,N,0.08,75.6,NA,2020,4,1,6.549814963,28.63082014,75.6,0.0866377640608466
m20,2020-07-20,BB.B.4.L.20,BB,B,L,4,20,370,6,120,370,6,NA,NA,Y,0.022,22.2,NA,2020,3,1,10.97456974,10.36410438,22.2,0.494349988288288
m4,2020-07-20,BB.B.5.L.16,BB,B,L,5,16,620,7,190,300,7,NA,NA,N,NA,21,NA,2020,3,1,1.626793024,14.16616902,21,0.0774663344761905
m8,2020-07-20,BB.B.5.L.17,BB,B,L,5,17,1600,10,410,1600,10,NA,NA,N,0.0449999999999999,160,NA,2020,2,1,24.86812644,15.6571233,160,0.15542579025
m12,2020-07-20,BB.B.5.L.18,BB,B,L,5,18,700,9,230,390,8,NA,NA,Y,0.023,31.2,NA,2020,4,1,1.07588745,13.48328989,31.2,0.0344835721153846
m16,2020-07-20,BB.B.5.L.19,BB,B,L,5,19,1000,9,300,1000,9,NA,NA,N,0.109,90,NA,2020,4,1,3.588239072,15.7915598,90,0.0398693230222222
m20,2020-07-20,BB.B.5.L.20,BB,B,L,5,20,860,8,260,900,8,NA,NA,N,0.075,72,NA,2020,4,1,7.060882176,25.31485182,72,0.098067808
m4,2020-07-20,BB.B.6.L.16,BB,B,L,6,16,1086,7,252,794,7,NA,NA,Y,0.00900000000000001,55.58,NA,2020,4,1,20.03792285,14.5347278,55.58,0.360523980748471
m8,2020-07-20,BB.B.6.L.17,BB,B,L,6,17,1010,9,322,196,9,NA,NA,Y,0.002,17.64,NA,2020,4,0,0,20.24234614,20.24234614,0
m12,2020-07-20,BB.B.6.L.18,BB,B,L,6,18,913,8,146,711,8,NA,NA,N,0.00800000000000001,56.88,NA,2020,5,1,0.155326464,15.27299592,56.88,0.0027307746835443
m16,2020-07-20,BB.B.6.L.19,BB,B,L,6,19,1081,9,250,934,9,NA,NA,N,0.024,84.06,NA,2020,6,1,1.463556416,14.72347462,84.06,0.0174108543421366
m20,2020-07-20,BB.B.6.L.20,BB,B,L,6,20,999,8,191,806,7,NA,NA,Y,0.011,56.42,NA,2020,6,1,4.642517446,23.27622794,56.42,0.0822849600496278
m4,2020-07-07,BB.C.1.U.16,BB,C,U,1,16,330,7,70,330,7,NA,NA,N,NA,23.1,NA,2020,4,0,0,10.31827948,23.1,0
m8,2020-07-07,BB.C.1.U.17,BB,C,U,1,17,320,5,80,320,5,NA,NA,Y,NA,16,NA,2020,5,1,1.963891002,6.647073779,16,0.122743187625
m12,2020-07-07,BB.C.1.U.18,BB,C,U,1,18,570,6,120,305,6,NA,NA,N,NA,18.3,NA,2020,4,0,0,14.04456854,18.3,0
m16,2020-07-07,BB.C.1.U.19,BB,C,U,1,19,610,6,120,610,6,NA,NA,N,0.0713,36.6,NA,2020,4,1,0.075865472,20.82953051,36.6,0.00207282710382514
m20,2020-07-07,BB.C.1.U.20,BB,C,U,1,20,305,5,80,305,5,NA,NA,Y,0.0482,15.25,NA,2020,4,0,0,6.909654605,15.25,0
m4,2020-07-07,BB.C.2.U.16,BB,C,U,2,16,690,7,130,630,7,NA,NA,N,0.0513,44.1,NA,2020,4,1,0.435777024,22.92758834,44.1,0.00988156517006803
m8,2020-07-07,BB.C.2.U.17,BB,C,U,2,17,170,4,50,180,4,NA,NA,N,0.1935,7.2,NA,2020,4,1,0.0464900736,5.733775744,7.2,0.00645695466666667
m12,2020-07-07,BB.C.2.U.18,BB,C,U,2,18,500,6,100,500,6,NA,NA,N,0.1833,30,NA,2020,4,1,0.202787328,12.31774815,30,0.0067595776
m16,2020-07-07,BB.C.2.U.19,BB,C,U,2,19,730,7,150,700,7,NA,NA,N,NA,49,NA,2020,4,1,0.6329193856,15.57929827,49,0.012916722155102
m20,2020-07-07,BB.C.2.U.20,BB,C,U,2,20,390,5,90,340,5,NA,NA,N,NA,17,NA,2020,4,1,0.41618144,8.959316736,17,0.0244812611764706
m4,2020-07-07,BB.C.3.U.16,BB,C,U,3,16,931,8,166,661,8,NA,NA,N,0.0295,52.88,NA,2020,6,0,0,30.85090992,52.88,0
m8,2020-07-07,BB.C.3.U.17,BB,C,U,3,17,655,6,170,512,6,NA,NA,Y,0.0444,30.72,NA,2020,4,1,2.75596608,27.99917716,30.75514324,0.089609925029242
m12,2020-07-07,BB.C.3.U.18,BB,C,U,3,18,847,8,141,467,7,NA,NA,N,0.0119,32.69,NA,2020,5,0,0,18.02777548,32.69,0
m16,2020-07-07,BB.C.3.U.19,BB,C,U,3,19,490,6,104,391,6,NA,NA,N,0.0265,23.46,NA,2020,6,0,0,17.31909849,23.46,0
m20,2020-07-07,BB.C.3.U.20,BB,C,U,3,20,504,5,100,431,5,NA,NA,N,0.0219999999999999,21.55,NA,2020,5,0,0,21.8939842,21.8939842,0
m4,2020-07-07,BB.C.4.L.16,BB,C,L,4,16,695,7,135,660,7,NA,NA,N,0.1704,46.2,NA,2020,4,0,0,19.50450948,46.2,0
m8,2020-07-07,BB.C.4.L.17,BB,C,L,4,17,405,8,110,405,8,NA,NA,Y,0.07,32.4,NA,2020,4,1,0.1163510272,8.352141274,32.4,0.00359108108641975
m12,2020-07-07,BB.C.4.L.18,BB,C,L,4,18,500,5,100,390,6,NA,NA,Y,0.08,23.4,NA,2020,5,0,0,11.72892781,23.4,0
m16,2020-07-07,BB.C.4.L.19,BB,C,L,4,19,640,6,130,635,6,NA,NA,Y,NA,38.1,NA,2020,4,1,0.281169664,30.03127518,38.1,0.00737978120734908
m20,2020-07-07,BB.C.4.L.20,BB,C,L,4,20,670,7,120,585,8,NA,NA,N,NA,46.8,NA,2020,6,0,0,29.88110829,46.8,0
m4,2020-07-07,BB.C.5.L.16,BB,C,L,5,16,780,7,150,780,7,NA,NA,N,0.0324,54.6,NA,2020,3,1,4.798634925,9.361601491,54.6,0.0878870865384615
m8,2020-07-07,BB.C.5.L.17,BB,C,L,5,17,610,6,100,440,6,NA,NA,N,0.0246,26.4,NA,2020,3,0,0,12.60159647,26.4,0
m12,2020-07-07,BB.C.5.L.18,BB,C,L,5,18,810,8,200,740,9,NA,NA,N,0.0606,66.6,NA,2020,5,1,1.212768896,15.96977174,66.6,0.0182097431831832
m16,2020-07-07,BB.C.5.L.19,BB,C,L,5,19,860,8,130,860,8,NA,NA,N,0.0128,68.8,NA,2020,4,0,0,16.84224265,68.8,0
m20,2020-07-07,BB.C.5.L.20,BB,C,L,5,20,390,5,90,380,5,NA,NA,N,0.0256999999999999,19,NA,2020,4,1,0.100854336,13.03870384,19,0.00530812294736842
m4,2020-07-07,BB.C.6.L.16,BB,C,L,6,16,700,9,182,829,8,NA,NA,Y,0.0227000000000001,66.32,NA,2020,5,1,7.925083386,39.22724904,66.32,0.119497638510253
m8,2020-07-07,BB.C.6.L.17,BB,C,L,6,17,1061,9,151,855,9,NA,NA,N,0.0143000000000001,76.95,NA,2020,5,1,4.243450682,53.09660789,76.95,0.0551455579207277
m12,2020-07-07,BB.C.6.L.18,BB,C,L,6,18,1093,8,172,786,7,NA,NA,N,0.0375000000000001,55.02,NA,2020,4,1,9.579112474,23.50084007,55.02,0.174102371392221
m16,2020-07-07,BB.C.6.L.19,BB,C,L,6,19,998,7,142,696,7,NA,NA,N,0.0347000000000001,48.72,NA,2020,5,0,0,18.39396122,48.72,0
m20,2020-07-07,BB.C.6.L.20,BB,C,L,6,20,830,8,133,651,7,NA,NA,N,0.05,45.57,NA,2020,6,1,0.2657628608,22.78702148,45.57,0.00583196973447443
m4,2020-07-22,BB.D.1.U.16,BB,D,U,1,16,100,NA,90,870,9,NA,NA,Y,0.02,78.3,NA,2020,4,1,7.11695431,17.15760571,78.3,0.0908934139208174
m8,2020-07-22,BB.D.1.U.17,BB,D,U,1,17,590,10,115,590,10,NA,NA,Y,0.0114,59,NA,2020,3,1,2.908380173,25.84930789,59,0.0492945792033898
m12,2020-07-22,BB.D.1.U.18,BB,D,U,1,18,840,10,135,840,10,NA,NA,N,0.0217,84,NA,2020,4,1,4.049328557,31.19406635,84,0.0482062923452381
m16,2020-07-22,BB.D.1.U.19,BB,D,U,1,19,165,6,60,165,6,NA,NA,N,0.00600000000000001,9.9,NA,2020,5,0,0,9.365017235,9.9,0
m20,2020-07-22,BB.D.1.U.20,BB,D,U,1,20,445,9,140,445,9,NA,NA,Y,0.00800000000000001,40.05,NA,2020,5,0,0,15.77113724,40.05,0
m4,2020-07-22,BB.D.2.U.16,BB,D,U,2,16,900,9,180,650,9,NA,NA,Y,0.0159,58.5,NA,2020,5,1,1.388967354,14.73728142,58.5,0.0237430316923077
m8,2020-07-22,BB.D.2.U.17,BB,D,U,2,17,610,9,130,600,9,NA,NA,Y,0.0205,54,NA,2020,4,1,8.092742483,11.5409001,54,0.149865601537037
m12,2020-07-22,BB.D.2.U.18,BB,D,U,2,18,780,8,140,750,8,NA,NA,N,0.0162,60,NA,2020,5,1,6.799721581,9.732263648,60,0.113328693016667
m16,2020-07-22,BB.D.2.U.19,BB,D,U,2,19,840,9,170,840,9,NA,NA,N,0.0164,75.6,NA,2020,5,1,3.28547831,14.12043401,75.6,0.0434587078042328
m20,2020-07-22,BB.D.2.U.20,BB,D,U,2,20,740,9,180,410,9,NA,NA,Y,0.0183,36.9,NA,2020,4,0,0,15.96757848,36.9,0
m4,2020-07-22,BB.D.3.U.16,BB,D,U,3,16,852,10,159,732,9,NA,NA,Y,0.0151,65.88,NA,2020,6,1,8.060113139,30.44062513,65.88,0.122345372480267
m8,2020-07-22,BB.D.3.U.17,BB,D,U,3,17,905,8,158,752,8,NA,NA,Y,0.00850000000000001,60.16,NA,2020,5,1,8.084185146,25.35956211,60.16,0.13437807755984
m12,2020-07-22,BB.D.3.U.18,BB,D,U,3,18,881,8,147,749,8,NA,NA,N,0.0135,59.92,NA,2020,5,1,3.28128953,26.4979397,59.92,0.0547611737316422
m16,2020-07-22,BB.D.3.U.19,BB,D,U,3,19,923,9,173,753,10,NA,NA,N,0.0114,75.3,NA,2020,5,1,3.876330112,18.8908441,75.3,0.0514784875431607
m20,2020-07-22,BB.D.3.U.20,BB,D,U,3,20,867,8,152,453,7,NA,NA,Y,0.013,31.71,NA,2020,4,1,17.60745919,14.22919849,31.83665768,0.553056145748023
m4,2020-07-22,BB.D.4.L.16,BB,D,L,4,16,305,7,90,305,7,NA,NA,Y,0.00599999999999995,21.35,NA,2020,5,1,1.006206272,7.944427283,21.35,0.0471290993911007
m8,2020-07-22,BB.D.4.L.17,BB,D,L,4,17,1025,10,170,1025,10,NA,NA,N,0.0326,102.5,NA,2020,5,1,1.405866298,19.83022764,102.5,0.0137157687609756
m12,2020-07-22,BB.D.4.L.18,BB,D,L,4,18,135,500,9,370,9,NA,NA,Y,0.0124000000000001,33.3,NA,2020,5,1,3.83327376,9.8741968,33.3,0.115113326126126
m16,2020-07-22,BB.D.4.L.19,BB,D,L,4,19,770,10,165,770,10,NA,NA,Y,0.0235,77,NA,2020,5,1,0.18696704,17.66903247,77,0.00242814337662338
m20,2020-07-22,BB.D.4.L.20,BB,D,L,4,20,900,8,230,900,8,NA,NA,Y,0.0257000000000001,72,NA,2020,4,1,4.867776774,35.83482199,72,0.06760801075
m4,2020-07-22,BB.D.5.L.16,BB,D,L,5,16,710,8,130,400,8,NA,NA,Y,0.0509000000000001,32,NA,2020,4,1,1.084013325,14.63592371,32,0.03387541640625
m8,2020-07-22,BB.D.5.L.17,BB,D,L,5,17,390,7,100,320,7,NA,NA,N,0.0298,22.4,NA,2020,3,1,1.197074451,11.68123324,22.4,0.0534408237053571
m12,2020-07-22,BB.D.5.L.18,BB,D,L,5,18,900,9,220,900,9,NA,NA,N,0.0393,81,NA,2020,4,1,1.534891533,11.75654141,81,0.0189492781851852
m16,2020-07-22,BB.D.5.L.19,BB,D,L,5,19,970,9,170,930,9,NA,NA,N,0.0655,83.7,NA,2020,4,1,0.597845088,17.05304799,83.7,0.00714271311827957
m20,2020-07-22,BB.D.5.L.20,BB,D,L,5,20,840,8,240,470,8,NA,NA,Y,0.0194000000000001,37.6,NA,2020,4,0,0,16.57256067,37.6,0
m4,2020-07-22,BB.D.6.L.16,BB,D,L,6,16,1405,7,257,1191,7,NA,NA,Y,0.0553,83.37,NA,2020,5,1,1.370432448,55.54575027,83.37,0.016437956675063
m8,2020-07-22,BB.D.6.L.17,BB,D,L,6,17,1142,8,242,666,8,NA,NA,Y,0.0369,53.28,NA,2020,4,1,2.356611674,39.06262816,53.28,0.0442306995870871
m12,2020-07-22,BB.D.6.L.18,BB,D,L,6,18,1412,9,241,1360,9,NA,NA,Y,0.0974,122.4,NA,2020,6,1,2.197186317,21.85170089,122.4,0.0179508686029412
m16,2020-07-22,BB.D.6.L.19,BB,D,L,6,19,1395,10,238,991,10,NA,NA,Y,0.0365,99.1,NA,2020,6,1,0.3126664192,41.55076396,99.1,0.0031550597295661
m20,2020-07-22,BB.D.6.L.20,BB,D,L,6,20,1802,11,287,900,9,NA,NA,N,0.0437,81,NA,2020,5,1,2.696100672,33.5250959,81,0.0332851934814815
m4,2020-07-05,BB.E.1.U.16,BB,E,U,1,16,720,6,170,720,6,NA,NA,N,0.0167,43.2,NA,2020,5,0,0,31.66653565,43.2,0
m8,2020-07-05,BB.E.1.U.17,BB,E,U,1,17,725,6,180,715,5,NA,NA,N,0.0301,35.75,NA,2020,5,1,6.07739959,20.5627609,35.75,0.169997191328671
m12,2020-07-05,BB.E.1.U.18,BB,E,U,1,18,645,6,160,645,6,NA,NA,Y,0.0178999999999999,38.7,NA,2020,5,0,0,25.98216236,38.7,0
m16,2020-07-05,BB.E.1.U.19,BB,E,U,1,19,675,7,190,675,7,NA,NA,N,0.0578,47.25,NA,2020,5,1,0.0624901376,30.85099981,47.25,0.00132254259470899
m20,2020-07-05,BB.E.1.U.20,BB,E,U,1,20,610,6,160,610,6,NA,NA,N,0.0295,36.6,NA,2020,4,1,4.358471366,31.02090611,36.6,0.119083917103825
m4,2020-07-05,BB.E.2.U.16,BB,E,U,2,16,860,7,210,680,7,NA,NA,N,0.0192,47.6,NA,2020,5,0,0,16.41034879,47.6,0
m8,2020-07-05,BB.E.2.U.17,BB,E,U,2,17,800,8,220,800,8,NA,NA,N,0.0232,64,NA,2020,5,1,20.8075439,17.70024159,64,0.3251178734375
m12,2020-07-05,BB.E.2.U.18,BB,E,U,2,18,720,9,220,780,9,NA,NA,N,0.0322,70.2,NA,2020,6,0,0,16.57842137,70.2,0
m16,2020-07-05,BB.E.2.U.19,BB,E,U,2,19,630,4,95,540,4,NA,NA,N,0.0175,21.6,NA,2020,4,1,1.45311143,10.16742943,21.6,0.0672736773148148
m20,2020-07-05,BB.E.2.U.20,BB,E,U,2,20,900,8,190,NA,NA,NA,NA,NA,0.0292,NA,NA,2020,6,NA,NA,NA,NA,NA
m4,2020-07-05,BB.E.3.U.16,BB,E,U,3,16,742,6,255,854,7,NA,NA,N,0.2337,59.78,NA,2020,5,1,2.403335456,30.47898933,59.78,0.0402030019404483
m8,2020-07-05,BB.E.3.U.17,BB,E,U,3,17,871,8,179,721,8,NA,NA,Y,0.0265000000000001,57.68,NA,2020,6,1,0.0383282432,38.41534467,57.68,6.6449797503467e-4
m12,2020-07-05,BB.E.3.U.18,BB,E,U,3,18,1331,6,192,500,6,NA,NA,Y,0.0613,30,NA,2020,5,1,3.753471194,23.63579791,30,0.125115706466667
m16,2020-07-05,BB.E.3.U.19,BB,E,U,3,19,977,6,184,762,8,NA,NA,Y,0.01,60.96,NA,2020,3,0,0,NA,60.96,0
m20,2020-07-05,BB.E.3.U.20,BB,E,U,3,20,1030,7,206,602,5,NA,NA,N,0.014,30.1,NA,2020,6,0,0,NA,30.1,0
m4,2020-07-05,BB.E.4.L.16,BB,E,L,4,16,750,5,170,750,5,NA,NA,Y,0.00629999999999997,37.5,NA,2020,2,1,0.382743104,38.93914003,39.321883134,0.00973359039534549
m8,2020-07-05,BB.E.4.L.17,BB,E,L,4,17,960,9,225,925,9,NA,NA,Y,0.0214,83.25,NA,2020,5,1,0.4147612096,68.00327426,83.25,0.00498211663183183
m12,2020-07-05,BB.E.4.L.18,BB,E,L,4,18,580,5,135,580,5,NA,NA,Y,0.00819999999999999,29,NA,2020,4,1,2.280314739,19.5266399,29,0.0786315427241379
m16,2020-07-05,BB.E.4.L.19,BB,E,L,4,19,440,4,95,270,4,NA,NA,Y,0.00609999999999999,10.8,NA,2020,4,1,0.7358591232,10.53855901,11.2744181332,0.0652680355213278
m20,2020-07-05,BB.E.4.L.20,BB,E,L,4,20,800,9,165,800,9,NA,NA,N,0.0121,72,NA,2020,5,1,0.0707059008,19.56113892,72,9.820264e-4
m4,2020-07-05,BB.E.5.L.16,BB,E,L,5,16,700,5,135,700,5,NA,NA,Y,0.00750000000000001,35,NA,2020,4,1,0.039011392,10.01902435,35,0.0011146112
m8,2020-07-05,BB.E.5.L.17,BB,E,L,5,17,1180,8,240,1030,8,NA,NA,Y,NA,82.4,NA,2020,3,1,6.968782931,45.70139629,82.4,0.0845726083859223
m12,2020-07-05,BB.E.5.L.18,BB,E,L,5,18,650,5,100,250,5,NA,NA,Y,NA,12.5,NA,2020,4,1,7.01306176,10.12167644,17.1347382,0.409289110702608
m16,2020-07-05,BB.E.5.L.19,BB,E,L,5,19,720,7,170,720,7,NA,NA,Y,0.00530000000000008,50.4,NA,2020,4,1,4.12623673,33.43484835,50.4,0.0818697763888889
m20,2020-07-05,BB.E.5.L.20,BB,E,L,5,20,800,7,200,720,7,NA,NA,Y,0.00660000000000005,50.4,NA,2020,3,1,0.1682523584,15.84576226,50.4,0.00333834044444444
m4,2020-07-05,BB.E.6.L.16,BB,E,L,6,16,496,8,215,87,7,NA,NA,Y,0.00309999999999999,6.09,NA,2020,4,1,0.04674176,4.423190726,6.09,0.0076751658456486
m8,2020-07-05,BB.E.6.L.17,BB,E,L,6,17,1241,8,157,751,7,NA,NA,Y,0.0629999999999999,52.57,NA,2020,5,1,0.42786688,43.89847672,52.57,0.00813899334221039
m12,2020-07-05,BB.E.6.L.18,BB,E,L,6,18,1064,8,198,1064,8,NA,NA,N,0.1587,85.12,NA,2020,5,1,3.661695546,50.36543292,85.12,0.0430180397791353
m16,2020-07-05,BB.E.6.L.19,BB,E,L,6,19,1610,6,252,1261,7,NA,NA,Y,0.0749,88.27,NA,2020,5,1,1.00270064,76.83707139,88.27,0.0113594725274725
m20,2020-07-05,BB.E.6.L.20,BB,E,L,6,20,1297,8,175,1031,6,NA,NA,Y,0.2673,61.86,NA,2020,6,1,0.6808296896,65.71627185,66.3971015396,0.0102539067792582
m4,2020-07-03,BB.F.1.U.16,BB,F,U,1,16,245,4,6,245,4,NA,NA,Y,NA,9.8,NA,2020,5,1,2.503057203,6.612574765,9.8,0.255414000306122
m8,2020-07-03,BB.F.1.U.17,BB,F,U,1,17,290,4,4.5,260,5,NA,NA,N,0.00820000000000004,13,NA,2020,5,1,0.409799392,6.306434214,13,0.0315230301538462
m12,2020-07-03,BB.F.1.U.18,BB,F,U,1,18,NA,7,NA,NA,NA,NA,NA,NA,0.0107,NA,NA,2020,5,0,0,4.780495526,4.780495526,0
m16,2020-07-03,BB.F.1.U.19,BB,F,U,1,19,350,5,6.5,330,6,NA,NA,N,0.0123,19.8,NA,2020,5,1,2.046192454,7.726305062,19.8,0.103343053232323
m20,2020-07-03,BB.F.1.U.20,BB,F,U,1,20,145,4,4,145,4,NA,NA,N,0.00950000000000001,5.8,NA,2020,5,1,0.594878784,2.304908096,5.8,0.102565307586207
m4,2020-07-03,BB.F.2.U.16,BB,F,U,2,16,230,5,55,55,5,NA,NA,N,0.0118,2.75,NA,2020,4,1,0.7409108288,8.576321946,9.3172327748,0.079520480673609
m8,2020-07-03,BB.F.2.U.17,BB,F,U,2,17,280,6,66,280,6,NA,NA,N,0.0478,16.8,NA,2020,4,1,0.4926401728,8.500366586,16.8,0.0293238198095238
m12,2020-07-03,BB.F.2.U.18,BB,F,U,2,18,170,5,60,150,5,NA,NA,Y,0.0303,7.5,NA,2020,4,0,0,6.14826729,7.5,0
m16,2020-07-03,BB.F.2.U.19,BB,F,U,2,19,240,4,20,110,4,NA,NA,Y,0.0131,4.4,NA,2020,4,1,0.287821376,2.73566937,4.4,0.0654139490909091
m20,2020-07-03,BB.F.2.U.20,BB,F,U,2,20,410,5,95,410,5,NA,NA,N,0.0434,20.5,NA,2020,5,1,8.835181408,10.5067027,20.5,0.430984458926829
m4,2020-07-03,BB.F.3.U.16,BB,F,U,3,16,391,6,70,305,6,NA,NA,N,0.0191,18.3,NA,2020,6,0,0,20.20419767,20.20419767,0
m8,2020-07-03,BB.F.3.U.17,BB,F,U,3,17,386,5,66,175,5,NA,NA,Y,0.00369999999999998,8.75,NA,2020,5,1,0.051775488,8.220275578,8.75,0.00591719862857143
